mbs;postupak;datum_stecaja
10107333;1;
10107341;1;
10107350;1;
10107368;1;
10107376;1;
10107384;1;
10107392;1;
10107405;1;
10107413;1;
10107421;1;
10107430;1;
10107448;1;
10107456;1;
10107464;1;
10107472;1;
10107489;1;
10107501;1;
10107510;1;
10107536;1;
10107544;1;
10107552;1;
10107569;1;
10107577;1;
10107585;1;
10107593;1;
10107608;1;
10107616;1;
10107624;1;
10107632;1;
10107649;1;
10107657;1;
10107665;1;
10107673;1;
10107681;1;
10107690;1;
10107712;1;
10107729;1;
10107737;1;
10107745;1;
10107753;1;
10107761;1;
10107770;1;
10107788;1;
10107796;1;
10107807;1;
10107815;1;
10107823;1;
10107840;1;
10107858;1;
10107866;1;
10107874;1;
10107882;1;
10107899;1;
10107903;1;
10107911;1;
10107920;1;
10107938;1;
10107946;1;
10107954;1;
10107979;1;
10107987;1;
10107995;1;
10108002;1;
10108019;1;
10108027;1;
10108035;1;
10108043;1;
10108051;1;
10108060;1;
10108078;1;
10108086;1;
10108094;1;
10108109;1;
10108117;1;
10108125;1;
10108133;1;
10108141;1;
10108150;1;
10108168;1;
10108176;1;
10108184;1;
10108192;1;
10108205;1;
10108213;1;
10108221;1;
10108230;1;
10108248;1;
10108256;1;
10108264;1;
10108272;1;
10108289;1;
10108297;1;
10108301;1;
10108310;1;
10108328;1;
10108336;1;
10108344;1;
10108352;1;
10108369;1;
10108377;1;
10108385;1;
10108393;1;
10108408;1;
10108416;1;
10108424;1;
10108432;1;
10108449;1;
10108457;1;
10108465;1;
10108473;1;
10108481;1;
10108490;1;
10108504;1;
10108512;1;
10108529;1;
10108537;1;
10108545;1;
10108553;1;
10108561;1;
10108570;1;
10108588;1;
10108607;1;
10108615;1;
10108623;1;
10108631;1;
10108640;1;
10108658;1;
10108666;1;
10108674;1;
10108682;1;
10108699;1;
10108703;1;
10108711;1;
10108738;1;
10108746;1;
10108754;1;
10108762;1;
10108779;1;
10108795;1;
10108800;1;
10108818;1;
10108826;1;
10108834;1;
10108867;1;
10108875;1;
10108883;1;
10108891;1;
10108906;1;
10108914;1;
10108922;1;
10108939;1;
10108947;1;
10108955;1;
10108963;1;
10108971;1;
10108980;1;
10108998;1;
10109005;1;
10109013;1;
10109021;1;
10109030;1;
10109048;1;
10109056;1;
10109064;1;
10109072;1;
10109089;1;
10109097;1;
10109101;1;
10109110;1;
10109128;1;
10109136;1;
10109144;1;
10109152;1;
10109169;1;
10109177;1;
10109185;1;
10109193;1;
10109208;1;
10109216;1;
10109224;1;
10109232;1;
10109249;1;
10109257;1;
10109265;1;
10109273;1;
10109281;1;
10109290;1;
10109304;1;
10109312;1;
10109329;1;
10109337;1;
10109345;1;
10109353;1;
10109361;1;
10109370;1;
10109388;1;
10109396;1;
10109407;1;
10109415;1;
10109423;1;
10109431;1;
10109440;1;
10109458;1;
10109466;1;
10109474;1;
10109482;1;
10109499;1;
10109503;1;
10109511;1;
10109520;1;
10109538;1;
10109546;1;
10109554;1;
10109562;1;
10109579;1;
10109587;1;
10109595;1;
10109600;1;
10109618;1;
10109626;1;
10109634;1;
10109642;1;
10109659;1;
10109667;1;
10109675;1;
10109683;1;
10109691;1;
10109706;1;
10109714;1;
10109722;1;
10109739;1;
10109747;1;
10109755;1;
10109763;1;
10109771;1;
10109780;1;
10109798;3;
10109802;1;
10109819;1;
10109827;1;
10109835;1;
10109843;1;
10109851;1;
10109860;1;
10109878;1;
10109886;1;
10109894;1;
10109909;1;
10109917;1;
10109925;1;
10109933;1;
10109941;1;
10109950;1;
10109968;1;
10109976;1;
10109984;1;
10109992;1;
10110003;1;
10110011;1;
10110020;1;
10110038;1;
10110046;1;
10110054;1;
10110062;1;
10110079;1;
10110087;1;
10110095;1;
10110100;1;
10110118;1;
10110126;1;
10110134;1;
10110142;1;
10110159;1;
10110167;1;
10110175;3;
10110183;1;
10110191;1;
10110206;1;
10110214;1;
10110222;1;
10110239;1;
10110247;1;
10110255;1;
10110263;1;
10110271;1;
10110280;1;
10110298;1;
10110302;1;
10110319;1;
10110327;1;
10110335;1;
10110343;1;
10110351;1;
10110360;1;
10110378;1;
10110386;1;
10110394;1;
10110409;1;
10110417;1;
10110425;1;
10110433;1;
10110441;1;
10110450;1;
10110468;1;
10110476;1;
10110484;1;
10110492;1;
10110505;1;
10110513;1;
10110521;1;
10110530;1;
10110548;1;
10110556;1;
10110564;1;
10110572;1;
10110589;1;
10110597;3;
10110601;1;
10110610;1;
10110628;1;
10110636;1;
10110644;1;
10110652;1;
10110669;1;
10110677;1;
10110685;1;
10110693;1;
10110708;1;
10110716;1;
10110724;1;
10110749;1;
10110757;1;
10110765;1;
10110773;1;
10110781;1;
10110790;1;
10110804;1;
10110812;1;
10110829;1;
10110837;1;
10110845;1;
10110853;1;
10110861;1;
10110870;1;
10110888;1;
10110896;1;
10110907;1;
10110915;1;
10110923;1;
10110931;1;
10110940;1;
10110958;1;
10110966;1;
10110974;1;
10110982;1;
10110999;1;
10111006;1;
10111014;1;
10111022;1;
10111039;1;
10111047;1;
10111063;1;
10111071;1;
10111080;1;
10111098;1;
10111102;1;
10111119;1;
10111127;1;
10111135;1;
10111143;1;
10111151;1;
10111160;1;
10111178;1;
10111186;1;
10111194;1;
10111209;1;
10111217;1;
10111225;1;
10111233;1;
10111241;1;
10111250;1;
10111268;1;
10111276;1;
10111284;1;
10111292;1;
10111305;1;
10111313;1;
10111321;1;
10111330;1;
10111348;1;
10111356;1;
10111364;1;
10111372;1;
10111389;1;
10111397;1;
10111401;1;
10111410;1;
10111428;3;
10111436;1;
10111444;1;
10111452;1;
10111469;1;
10111477;1;
10111485;1;
10111493;1;
10111508;1;
10111516;1;
10111524;1;
10111532;1;
10111549;1;
10111557;1;
10111565;1;
10111573;1;
10111581;1;
10111590;1;
10111604;1;
10111612;1;
10111629;1;
10111637;1;
10111645;1;
10111653;1;
10111661;1;
10111670;1;
10111688;1;
10111696;1;
10111707;1;
10111715;1;
10111723;1;
10111731;1;
10111740;1;
10111758;1;
10111766;1;
10111774;1;
10111782;1;
10111799;1;
10111803;1;
10111811;1;
10111820;1;
10111838;1;
10111846;1;
10111854;1;
10111862;1;
10111879;1;
10111887;1;
10111895;1;
10111900;1;
10111918;1;
10111926;1;
10111934;1;
10111942;1;
10111959;1;
10111967;1;
10111975;1;
10111983;1;
10111991;1;
10112009;1;
10112017;1;
10112025;1;
10112033;1;
10112041;1;
10112050;1;
10112068;1;
10112076;1;
10112084;1;
10112092;1;
10112105;1;
10112113;1;
10112121;1;
10112130;1;
10112148;1;
10112156;1;
10112164;1;
10112172;1;
10112189;1;
10112197;1;
10112201;1;
10112210;1;
10112228;1;
10112236;1;
10112244;1;
10112252;1;
10112269;1;
10112277;1;
10112285;1;
10112293;1;
10112308;1;
10112316;1;
10112324;1;
10112332;1;
10112349;1;
10112357;1;
10112365;1;
10112373;1;
10112381;1;
10112390;1;
10112404;1;
10112412;1;
10112429;1;
10112437;1;
10112445;1;
10112453;1;
10112461;1;
10112470;1;
10112488;1;
10112496;1;
10112507;1;
10112515;1;
10112523;1;
10112531;1;
10112540;1;
10112558;1;
10112566;1;
10112574;1;
10112582;1;
10112599;1;
10112603;1;
10112611;1;
10112620;1;
10112638;1;
10112646;3;
10112654;1;
10112662;1;
10112679;1;
10112687;1;
10112695;1;
10112700;1;
10112718;1;
10112726;1;
10112734;1;
10112742;1;
10112759;1;
10112767;1;
10112775;1;
10112783;1;
10112791;1;
10112814;1;
10112822;1;
10112839;1;
10112847;1;
10112855;1;
10112863;1;
10112871;1;
10112880;1;
10112898;1;
10112902;1;
10112919;1;
10112927;1;
10112935;1;
10112943;1;
10112951;1;
10112960;1;
10112978;1;
10112986;1;
10112994;1;
10113001;1;
10113010;1;
10113028;1;
10113036;1;
10113044;1;
10113052;1;
10113069;1;
10113077;1;
10113085;1;
10113093;1;
10113108;1;
10113116;1;
10113124;3;
10113132;1;
10113149;1;
10113157;1;
10113165;1;
10113173;1;
10113181;1;
10113190;1;
10113204;1;
10113212;1;
10113229;1;
10113237;1;
10113245;1;
10113253;1;
10113261;1;
10113270;1;
10113288;1;
10113296;1;
10113307;1;
10113315;1;
10113323;1;
10113331;1;
10113340;1;
10113358;1;
10113366;1;
10113374;1;
10113382;1;
10113399;1;
10113403;1;
10113411;1;
10113420;1;
10113438;1;
10113446;1;
10113454;1;
10113462;1;
10113479;1;
10113487;1;
10113495;1;
10113500;1;
10113518;1;
10113526;1;
10113534;1;
10113542;1;
10113559;1;
10113567;1;
10113575;1;
10113583;1;
10113591;1;
10113606;1;
10113614;1;
10113622;1;
10113639;1;
10113647;1;
10113655;1;
10113663;1;
10113671;1;
10113680;1;
10113698;1;
10113702;1;
10113735;1;
10113743;1;
10113751;1;
10113760;1;
10113778;1;
10113786;1;
10113794;1;
10113817;1;
10113825;1;
10113833;1;
10113841;1;
10113850;1;
10113868;1;
10113876;1;
10113884;1;
10113892;1;
10113905;1;
10113913;1;
10113921;1;
10113930;1;
10113948;1;
10113956;1;
10113964;1;
10113972;1;
10113989;1;
10113997;1;
10114004;1;
10114012;1;
10114029;1;
10114037;1;
10114045;1;
10114053;1;
10114061;1;
10114070;1;
10114088;1;
10114096;1;
10114107;1;
10114115;1;
10114123;1;
10114131;1;
10114140;1;
10114158;1;
10114166;1;
10114174;1;
10114182;1;
10114199;1;
10114203;1;
10114211;1;
10114220;1;
10114238;1;
10114246;1;
10114254;1;
10114262;1;
10114279;1;
10114287;1;
10114295;1;
10114300;1;
10114318;1;
10114326;1;
10114334;1;
10114342;1;
10114359;1;
10114367;1;
10114375;1;
10114383;1;
10114391;1;
10114406;1;
10114414;1;
10114422;1;
10114439;1;
10114447;1;
10114455;1;
10114463;1;
10114471;1;
10114480;1;
10114498;1;
10114502;1;
10114519;1;
10114527;1;
10114535;1;
10114543;1;
10114551;1;
10114560;1;
10114578;1;
10114586;1;
10114594;1;
10114609;1;
10114617;1;
10114625;1;
10114633;1;
10114641;1;
10114650;1;
10114668;1;
10114676;1;
10114684;1;
10114692;1;
10114705;1;
10114713;1;
10114721;1;
10114730;1;
10114748;1;
10114756;1;
10114764;1;
10114772;1;
10114789;1;
10114797;1;
10114801;1;
10114810;1;
10114828;1;
10114836;1;
10114844;1;
10114852;1;
10114869;1;
10114877;1;
10114885;1;
10114893;1;
10114908;1;
10114916;1;
10114924;1;
10114932;1;
10114949;1;
10114957;1;
10114965;1;
10114973;1;
10114981;1;
10114990;1;
10115007;1;
10115015;1;
10115023;1;
10115031;1;
10115040;1;
10115058;1;
10115066;1;
10115074;1;
10115082;1;
10115103;1;
10115111;1;
10115120;1;
10115138;1;
10115146;1;
10115154;1;
10115162;1;
10115179;1;
10115195;1;
10115200;1;
10115218;1;
10115226;1;
10115234;1;
10115242;1;
10115259;1;
10115267;1;
10115275;1;
10115283;1;
10115291;1;
10115306;1;
10115314;1;
10115322;1;
10115339;1;
10115347;1;
10115355;1;
10115363;1;
10115371;1;
10115380;1;
10115398;1;
10115402;1;
10115419;1;
10115427;1;
10115435;1;
10115443;1;
10115451;1;
10115460;1;
10115478;1;
10115486;1;
10115494;1;
10115509;1;
10115517;1;
10115525;1;
10115533;1;
10115541;1;
10115550;1;
10115568;1;
10115576;1;
10115584;1;
10115592;1;
10115605;1;
10115613;1;
10115621;1;
10115630;1;
10115648;1;
10115656;1;
10115664;1;
10115672;1;
10115689;1;
10115697;1;
10115701;1;
10115710;1;
10115728;1;
10115736;1;
10115744;1;
10115752;1;
10115769;1;
10115777;1;
10115785;1;
10115793;1;
10115808;1;
10115816;1;
10115824;1;
10115832;1;
10115849;1;
10115857;1;
10115865;1;
10115873;1;
10115881;1;
10115890;1;
10115904;1;
10115912;1;
10115929;1;
10115937;1;
10115945;1;
10115953;1;
10115961;1;
10115970;1;
10115988;1;
10115996;1;
10116000;1;
10116018;1;
10116026;1;
10116034;1;
10116042;1;
10116059;1;
10116067;1;
10116075;1;
10116083;1;
10116091;1;
10116106;1;
10116114;1;
10116122;1;
10116139;1;
10116147;1;
10116155;1;
10116163;1;
10116171;1;
10116180;1;
10116198;1;
10116202;1;
10116219;1;
10116227;1;
10116235;1;
10116243;1;
10116251;1;
10116260;1;
10116278;1;
10116286;1;
10116294;1;
10116309;1;
10116317;1;
10116325;1;
10116333;1;
10116341;1;
10116350;1;
10116368;1;
10116376;1;
10116384;1;
10116392;1;
10116405;1;
10116413;1;
10116421;1;
10116430;1;
10116448;1;
10116456;1;
10116464;1;
10116472;1;
10116489;1;
10116497;1;
10116501;1;
10116510;1;
10116528;1;
10116536;1;
10116544;1;
10116552;1;
10116569;1;
10116577;1;
10116585;1;
10116593;1;
10116608;1;
10116616;1;
10116624;1;
10116632;1;
10116649;1;
10116657;1;
10116665;1;
10116673;1;
10116681;1;
10116690;1;
10116704;1;
10116712;1;
10116729;1;
10116737;1;
10116745;1;
10116753;1;
10116761;1;
10116770;1;
10116788;1;
10116796;1;
10116807;1;
10116815;1;
10116823;1;
10116831;1;
10116840;1;
10116858;1;
10116866;1;
10116874;1;
10116882;1;
10116899;1;
10116903;1;
10116911;1;
10116920;1;
20000012;1;
20000045;1;
20000061;1;
20000115;1;
20000140;1;
20000166;4;
20000199;1;
20000279;1;
20000287;1;
20000318;1;
20000334;1;
20000391;1;
20000447;2;2018-09-19T22:00:00Z
20000471;1;
20000480;1;
20000498;1;
20000519;1;
20000527;1;
20000535;1;
20000560;1;
20000578;1;
20000586;1;
20000594;1;
20000625;1;
20000633;1;
20000684;1;
20000692;2;
20000705;1;
20000721;1;
20000730;1;
20000756;1;
20000772;1;
20000801;3;
20000828;1;
20000836;1;
20000973;1;
20001040;1;
20001058;1;
20001074;1;
20001099;1;
20001111;1;
20001120;1;
20001200;1;
20001226;1;
20001259;1;
20001322;1;
20001398;1;
20001427;1;
20001443;4;
20001460;4;
20001486;1;
20001494;1;
20001509;1;
20001517;1;
20001605;1;
20001613;2;2020-01-26T23:00:00Z
20001656;1;
20001672;1;
20001689;1;
20001697;1;
20001777;1;
20001793;1;
20001808;1;
20001857;1;
20001873;1;
20001890;1;
20001929;1;
20001945;2;2012-07-02T22:00:00Z
20001961;1;
20001988;1;
20001996;1;
20002018;1;
20002034;1;
20002059;1;
20002067;1;
20002083;1;
20002106;1;
20002114;1;
20002139;1;
20002147;1;
20002202;1;
20002227;1;
20002278;1;
20002392;2;2017-04-23T22:00:00Z
20002544;1;
20002577;1;
20002585;1;
20002649;1;
20002673;1;
20002690;1;
20002704;1;
20002712;1;
20002729;1;
20002770;1;
20002866;1;
20002903;1;
20002911;1;
20002938;1;
20002987;1;
20003027;1;
20003060;1;
20003094;3;
20003176;1;
20003213;1;
20003248;1;
20003297;1;
20003328;1;
20003336;2;
20003344;1;
20003393;5;
20003424;1;
20003457;2;2020-02-13T23:00:00Z
20003473;1;
20003481;1;
20003512;1;
20003537;1;
20003553;1;
20003588;1;
20003623;1;
20003658;1;
20003711;1;
20003738;2;2019-11-05T23:00:00Z
20003746;1;
20003762;1;
20003779;1;
20003787;1;
20003800;1;
20003834;1;
20003875;1;
20003883;1;
20003891;1;
20003906;1;
20003963;1;
20004056;1;
20004072;1;
20004089;1;
20004097;1;
20004101;1;
20004110;1;
20004128;5;
20004136;1;
20004144;1;
20004152;1;
20004177;1;
20004208;1;
20004224;1;
20004232;1;
20004249;1;
20004257;1;
20004281;1;
20004290;1;
20004312;1;
20004345;1;
20004353;1;
20004370;1;
20004388;1;
20004396;1;
20004499;1;
20004520;1;
20004538;1;
20004546;1;
20004554;1;
20004579;1;
20004600;1;
20004626;1;
20004634;1;
20004667;1;
20004739;1;
20004771;1;
20004780;1;
20004802;1;
20004827;1;
20004835;1;
20004860;1;
20004878;1;
20004886;1;
20004917;1;
20004925;1;
20004933;1;
20004941;1;
20004976;1;
20004984;1;
20004992;1;
20005049;1;
20005057;1;
20005081;1;
20005090;1;
20005112;1;
20005145;2;
20005153;1;
20005161;1;
20005196;1;
20005207;1;
20005274;1;
20005282;1;
20005338;1;
20005387;1;
20005395;1;
20005426;1;
20005434;1;
20005459;1;
20005467;1;
20005514;1;
20005555;1;
20005563;1;
20005598;1;
20005602;1;
20005627;1;
20005643;1;
20005660;2;2018-12-10T23:00:00Z
20005694;1;
20005709;1;
20005750;1;
20005776;1;
20005784;1;
20005821;1;
20005848;1;
20005889;1;
20005897;1;
20005910;1;
20005936;1;
20005944;1;
20005952;1;
20005993;1;
20006003;1;
20006038;1;
20006087;1;
20006100;1;
20006134;1;
20006175;1;
20006191;1;
20006214;1;
20006222;1;
20006247;1;
20006263;1;
20006280;1;
20006302;7;
20006319;1;
20006327;1;
20006343;1;
20006378;1;
20006409;1;
20006417;1;
20006433;1;
20006476;1;
20006484;1;
20006492;1;
20006505;1;
20006513;1;
20006601;1;
20006628;1;
20006693;1;
20006708;1;
20006716;1;
20006724;1;
20006732;5;
20006749;1;
20006757;1;
20006781;1;
20006845;1;
20006940;1;
20006958;1;
20006966;1;
20006974;1;
20007006;1;
20007014;1;
20007022;1;
20007080;1;
20007098;1;
20007102;2;2018-10-22T22:00:00Z
20007160;1;
20007209;1;
20007233;1;
20007268;1;
20007313;1;
20007321;1;
20007348;1;
20007372;1;
20007389;1;
20007397;1;
20007410;1;
20007428;1;
20007477;1;
20007508;1;
20007524;1;
20007549;1;
20007557;1;
20007581;1;
20007590;1;
20007604;1;
20007645;1;
20007707;1;
20007723;1;
20007766;1;
20007774;1;
20007782;1;
20007799;1;
20007803;1;
20007811;1;
20007854;1;
20007895;1;
20007959;1;
20007983;1;
20008121;1;
20008164;1;
20008210;1;
20008228;1;
20008236;1;
20008244;1;
20008252;1;
20008277;1;
20008308;1;
20008349;1;
20008381;1;
20008390;1;
20008404;1;
20008412;1;
20008445;1;
20008470;1;
20008496;5;
20008540;1;
20008611;1;
20008620;1;
20008654;1;
20008662;1;
20008775;1;
20008814;1;
20008839;1;
20008847;1;
20008871;1;
20008902;1;
20008935;1;
20008943;1;
20008978;1;
20008986;1;
20008994;1;
20009001;1;
20009010;1;
20009069;1;
20009085;1;
20009124;1;
20009149;1;
20009181;1;
20009212;1;
20009253;1;
20009261;1;
20009323;1;
20009340;1;
20009403;1;
20009446;1;
20009487;1;
20009518;1;
20009526;1;
20009534;1;
20009542;1;
20009567;1;
20009591;1;
20009663;1;
20009727;1;
20009809;1;
20009817;1;
20009825;1;
20009884;1;
20009905;1;
20009913;1;
20009921;1;
20009930;1;
20009972;1;
20009989;1;
20010000;1;
20010018;1;
20010026;1;
20010059;1;
20010075;1;
20010114;1;
20010122;1;
20010147;1;
20010171;1;
20010202;1;
20010219;1;
20010227;1;
20010294;1;
20010317;1;
20010325;1;
20010392;1;
20010430;3;
20010456;1;
20010497;1;
20010501;1;
20010552;1;
20010624;1;
20010632;1;
20010673;1;
20010681;1;
20010704;1;
20010729;1;
20010745;1;
20010807;1;
20010815;1;
20010903;1;
20010938;1;
20010979;1;
20011043;1;
20011078;2;
20011125;1;
20011133;1;
20011168;1;
20011205;1;
20011264;1;
20011289;1;
20011297;1;
20011301;2;2017-06-05T22:00:00Z
20011328;3;
20011336;2;2011-09-29T22:00:00Z
20011369;1;
20011377;1;
20011408;1;
20011424;1;
20011473;1;
20011481;1;
20011529;1;
20011561;1;
20011570;1;
20011588;1;
20011615;1;
20011623;1;
20011658;1;
20011674;1;
20011711;1;
20011762;1;
20011779;1;
20011834;1;
20011906;1;
20011914;1;
20011955;1;
20012005;1;
20012064;1;
20012072;1;
20012128;1;
20012144;1;
20012193;1;
20012232;1;
20012290;1;
20012407;1;
20012423;1;
20012511;1;
20012520;1;
20012538;1;
20012562;1;
20012587;1;
20012595;1;
20012626;1;
20012714;1;
20012722;1;
20012798;1;
20012802;1;
20012851;1;
20012886;1;
20012894;1;
20012917;1;
20012925;1;
20012933;1;
20012968;1;
20013016;1;
20013024;1;
20013112;1;
20013145;1;
20013170;1;
20013196;1;
20013223;1;
20013231;2;2019-04-28T22:00:00Z
20013274;1;
20013299;1;
20013303;1;
20013320;1;
20013346;1;
20013354;1;
20013442;1;
20013459;1;
20013483;1;
20013491;1;
20013563;1;
20013598;1;
20013627;1;
20013651;1;
20013660;1;
20013686;1;
20013709;1;
20013750;1;
20013805;1;
20013848;1;
20013856;1;
20013969;1;
20014062;1;
20014079;1;
20014134;1;
20014206;1;
20014214;1;
20014298;5;
20014319;1;
20014335;1;
20014351;1;
20014360;1;
20014386;1;
20014417;1;
20014425;1;
20014433;1;
20014441;1;
20014492;5;
20014505;1;
20014513;1;
20014589;1;
20014693;1;
20014749;1;
20014765;1;
20014837;1;
20014940;1;
20014974;1;
20015047;1;
20015135;1;
20015151;1;
20015241;1;
20015305;1;
20015444;1;
20015508;1;
20015516;2;
20015532;1;
20015549;1;
20015557;1;
20015573;1;
20015629;1;
20015670;1;
20015688;1;
20015774;1;
20015803;1;
20015838;1;
20015918;1;
20016017;1;
20016041;1;
20016130;1;
20016156;1;
20016164;2;2016-09-22T22:00:00Z
20016172;5;
20016189;1;
20016197;1;
20016228;1;
20016236;1;
20016269;1;
20016324;1;
20016332;1;
20016365;1;
20016390;1;
20016507;1;
20016523;1;
20016531;1;
20016540;1;
20016603;1;
20016654;3;
20016687;1;
20016700;1;
20016791;1;
20016806;2;2019-03-19T23:00:00Z
20016814;1;
20016822;1;
20016871;1;
20016935;1;
20017001;1;
20017093;1;
20017116;1;
20017261;1;
20017399;1;
20017526;1;
20017567;1;
20017606;1;
20017622;2;2014-09-25T22:00:00Z
20017655;1;
20017698;1;
20017727;1;
20017735;1;
20017760;1;
20017778;1;
20017825;1;
20017833;1;
20017876;1;
20017884;1;
20017956;1;
20018004;1;
20018029;1;
20018053;1;
20018115;1;
20018203;1;
20018287;1;
20018326;1;
20018480;1;
20018498;1;
20018535;1;
20018543;1;
20018609;1;
20018730;1;
20018756;1;
20018836;1;
20018877;1;
20018908;1;
20018981;1;
20019111;6;
20019120;1;
20019218;1;
20019234;1;
20019306;1;
20019347;1;
20019371;1;
20019398;1;
20019402;1;
20019584;1;
20019613;1;
20019630;1;
20019816;1;
20019824;1;
20019865;1;
20019881;1;
20020013;1;
20020030;1;
20020048;1;
20020056;1;
20020152;1;
20020177;1;
20020185;1;
20020216;1;
20020224;1;
20020312;1;
20020370;1;
20020407;1;
20020538;1;
20020546;1;
20020642;1;
20020683;3;
20020706;1;
20020763;1;
20020798;1;
20020802;1;
20020827;1;
20020843;1;
20020886;1;
20020941;1;
20021008;1;
20021081;1;
20021090;1;
20021145;1;
20021161;1;
20021303;1;
20021346;1;
20021379;1;
20021434;1;
20021467;1;
20021539;1;
20021547;1;
20021563;1;
20021651;2;2018-05-15T22:00:00Z
20021717;1;
20021768;1;
20021784;1;
20021928;1;
20021952;1;
20021969;5;
20022003;3;
20022118;1;
20022159;1;
20022175;1;
20022206;1;
20022214;1;
20022280;1;
20022302;1;
20022327;1;
20022335;1;
20022360;1;
20022409;1;
20022548;1;
20022564;1;
20022572;1;
20022589;1;
20022597;1;
20022601;1;
20022628;1;
20022644;1;
20022716;1;
20022724;1;
20022765;1;
20022781;2;2018-09-20T22:00:00Z
20022812;1;
20022829;1;
20022845;1;
20022870;1;
20022907;1;
20022931;1;
20022966;1;
20023006;1;
20023047;1;
20023080;1;
20023143;1;
20023194;1;
20023225;1;
20023241;1;
20023292;2;2012-03-18T23:00:00Z
20023313;1;
20023356;1;
20023397;1;
20023452;1;
20023493;1;
20023508;1;
20023532;1;
20023557;1;
20023565;1;
20023573;2;2018-05-29T22:00:00Z
20023581;1;
20023604;1;
20023637;1;
20023696;1;
20023740;1;
20023766;1;
20023782;1;
20023799;1;
20023820;1;
20023838;1;
20023879;1;
20023934;1;
20023991;1;
20024068;1;
20024148;1;
20024236;1;
20024244;1;
20024269;1;
20024308;1;
20024357;1;
20024404;1;
20024412;1;
20024470;1;
20024488;1;
20024558;1;
20024582;1;
20024695;1;
20024718;2;2017-10-03T22:00:00Z
20024734;1;
20024767;1;
20024775;1;
20024783;1;
20024791;1;
20024814;1;
20024863;1;
20024871;1;
20024919;1;
20024935;1;
20024960;1;
20025010;4;
20025036;1;
20025044;1;
20025124;1;
20025149;1;
20025165;1;
20025173;1;
20025181;1;
20025245;1;
20025296;1;
20025374;1;
20025382;5;
20025403;1;
20025446;1;
20025462;1;
20025479;1;
20025495;1;
20025500;1;
20025559;1;
20025614;1;
20025698;1;
20025778;2;2018-09-26T22:00:00Z
20025794;1;
20025884;1;
20025892;1;
20025905;1;
20025972;1;
20025989;1;
20025997;1;
20026012;1;
20026037;2;2014-04-28T22:00:00Z
20026053;1;
20026140;1;
20026182;1;
20026220;1;
20026295;1;
20026300;1;
20026367;1;
20026375;1;
20026383;1;
20026406;3;
20026414;1;
20026447;1;
20026455;1;
20026480;1;
20026527;1;
20026551;1;
20026586;1;
20026594;1;
20026609;1;
20026633;1;
20026668;1;
20026676;1;
20026705;1;
20026721;1;
20026748;1;
20026764;1;
20026789;1;
20026810;1;
20026844;1;
20026869;1;
20026932;1;
20027007;1;
20027031;1;
20027074;1;
20027103;1;
20027162;1;
20027234;1;
20027242;1;
20027267;1;
20027291;1;
20027355;1;
20027419;1;
20027451;1;
20027533;1;
20027541;1;
20027576;1;
20027605;1;
20027656;1;
20027664;1;
20027672;1;
20027728;5;
20027736;1;
20027769;1;
20027824;1;
20027849;1;
20027857;1;
20027881;1;
20027912;1;
20027929;1;
20027961;1;
20027970;1;
20028000;1;
20028034;1;
20028075;1;
20028083;1;
20028106;1;
20028122;1;
20028163;1;
20028251;1;
20028278;1;
20028286;1;
20028325;1;
20028350;1;
20028368;2;2016-06-02T22:00:00Z
20028376;1;
20028384;4;
20028392;1;
20028405;1;
20028421;1;
20028430;1;
20028448;1;
20028464;1;
20028497;1;
20028501;1;
20028569;1;
20028577;1;
20028585;1;
20028593;1;
20028608;1;
20028649;2;2000-06-20T22:00:00Z
20028673;1;
20028745;1;
20028761;1;
20028807;1;
20028866;1;
20028911;1;
20028920;1;
20028938;1;
20028946;1;
20028962;1;
20028995;1;
20029027;1;
20029043;1;
20029078;1;
20029086;1;
20029168;1;
20029192;1;
20029213;1;
20029230;1;
20029344;1;
20029352;1;
20029377;1;
20029393;1;
20029408;1;
20029416;1;
20029465;1;
20029490;1;
20029512;1;
20029545;1;
20029553;1;
20029561;1;
20029596;1;
20029607;1;
20029623;1;
20029682;1;
20029779;1;
20029800;1;
20029906;1;
20029922;3;
20029939;1;
20029947;3;
20029955;1;
20029963;1;
20029998;1;
20030143;1;
20030209;1;
20030217;1;
20030225;1;
20030233;1;
20030276;1;
20030330;1;
20030348;3;
20030364;1;
20030389;1;
20030397;1;
20030401;1;
20030452;1;
20030493;1;
20030549;1;
20030557;1;
20030581;1;
20030629;1;
20030653;1;
20030758;2;2015-09-07T22:00:00Z
20030782;1;
20030803;2;
20030854;1;
20030879;1;
20030918;1;
20030934;3;
20030967;2;2010-08-24T22:00:00Z
20030975;1;
20031009;2;2014-11-11T23:00:00Z
20031025;1;
20031033;1;
20031076;1;
20031148;1;
20031189;1;
20031228;1;
20031244;5;
20031277;1;
20031332;1;
20031365;1;
20031412;1;
20031461;3;
20031470;1;
20031488;1;
20031540;2;2017-12-21T23:00:00Z
20031582;1;
20031603;1;
20031611;1;
20031638;1;
20031654;1;
20031742;1;
20031759;2;2017-03-28T22:00:00Z
20031767;1;
20031814;1;
20031863;1;
20031871;3;
20031943;3;
20031960;1;
20031978;1;
20031986;1;
20032069;1;
20032077;1;
20032108;1;
20032116;1;
20032181;1;
20032190;5;
20032212;1;
20032229;1;
20032261;1;
20032307;3;
20032315;1;
20032331;1;
20032446;1;
20032454;1;
20032462;1;
20032542;1;
20032559;1;
20032567;1;
20032606;2;2019-06-06T22:00:00Z
20032663;1;
20032671;1;
