mbs;postupak;datum_stecaja
80139379;1;
80139395;1;
80139426;2;2018-10-08T22:00:00Z
80139434;1;
80139442;1;
80139459;1;
80139467;1;
80139483;1;
80139491;1;
80139506;1;
80139514;1;
80139571;1;
80139580;3;
80139602;1;
80139619;6;
80139635;1;
80139709;1;
80139717;2;2015-04-09T22:00:00Z
80139733;1;
80139741;1;
80139768;1;
80139805;1;
80139889;1;
80139928;5;
80139936;1;
80139969;1;
80139985;1;
80140009;1;
80140050;3;
80140130;1;
80140148;1;
80140164;1;
80140197;1;
80140210;1;
80140269;1;
80140285;1;
80140293;1;
80140308;1;
80140332;1;
80140365;1;
80140412;1;
80140445;1;
80140461;1;
80140496;2;2014-01-29T23:00:00Z
80140507;1;
80140523;1;
80140558;1;
80140566;3;
80140574;1;
80140603;2;2017-06-13T22:00:00Z
80140620;2;2020-01-06T23:00:00Z
80140646;1;
80140654;1;
80140679;1;
80140718;1;
80140734;1;
80140814;1;
80140839;1;
80140855;1;
80140863;1;
80140935;1;
80140951;1;
80140978;1;
80140994;1;
80141069;1;
80141124;1;
80141132;1;
80141157;1;
80141165;1;
80141190;1;
80141204;1;
80141296;2;2016-01-18T23:00:00Z
80141315;1;
80141323;1;
80141340;1;
80141374;1;
80141382;1;
80141420;1;
80141479;1;
80141495;1;
80141542;1;
80141559;1;
80141567;1;
80141583;1;
80141655;1;
80141663;2;2020-01-14T23:00:00Z
80141680;1;
80141727;1;
80141743;2;2017-04-17T22:00:00Z
80141751;1;
80141794;1;
80141809;1;
80141817;1;
80141833;1;
80141892;1;
80141913;1;
80141972;1;
80141989;1;
80141997;1;
80142012;1;
80142045;1;
80142053;1;
80142088;1;
80142096;2;2019-05-29T22:00:00Z
80142107;1;
80142203;1;
80142238;1;
80142246;1;
80142262;1;
80142279;1;
80142383;1;
80142406;2;2017-10-02T22:00:00Z
80142422;1;
80142455;1;
80142463;1;
80142480;1;
80142519;1;
80142617;1;
80142633;1;
80142668;1;
80142676;5;
80142730;1;
80142748;1;
80142810;1;
80142844;1;
80142908;1;
80142932;1;
80142973;1;
80143040;3;
80143074;2;2017-01-17T23:00:00Z
80143103;1;
80143111;1;
80143138;3;
80143146;1;
80143179;1;
80143187;3;
80143200;1;
80143259;1;
80143275;1;
80143283;1;
80143306;1;
80143339;1;
80143347;1;
80143355;1;
80143363;1;
80143380;1;
80143435;1;
80143443;2;2018-07-10T22:00:00Z
80143460;1;
80143494;1;
80143509;1;
80143550;1;
80143584;1;
80143630;1;
80143672;1;
80143701;1;
80143769;1;
80143808;1;
80143824;1;
80143832;1;
80143890;1;
80143937;1;
80143945;1;
80143970;1;
80144000;1;
80144034;1;
80144042;1;
80144083;1;
80144091;1;
80144114;1;
80144155;1;
80144235;1;
80144278;1;
80144294;1;
80144309;1;
80144317;1;
80144325;1;
80144333;1;
80144350;1;
80144368;1;
80144376;1;
80144405;1;
80144413;1;
80144489;1;
80144497;1;
80144501;1;
80144528;1;
80144544;1;
80144552;1;
80144585;1;
80144616;1;
80144673;1;
80144729;1;
80144753;1;
80144840;1;
80144858;1;
80144866;1;
80144899;1;
80144920;1;
80145019;1;
80145043;1;
80145060;1;
80145078;1;
80145109;1;
80145117;1;
80145125;1;
80145141;1;
80145176;1;
80145213;1;
80145230;1;
80145248;3;
80145289;1;
80145301;1;
80145310;1;
80145369;1;
80145424;2;2018-04-11T22:00:00Z
80145432;1;
80145473;1;
80145512;1;
80145537;1;
80145545;1;
80145570;1;
80145588;1;
80145623;1;
80145631;1;
80145658;1;
80145666;1;
80145682;1;
80145699;1;
80145720;1;
80145818;2;2018-09-24T22:00:00Z
80145906;1;
80145914;1;
80145939;1;
80145955;1;
80145971;1;
80146005;5;
80146021;1;
80146048;1;
80146072;1;
80146169;1;
80146177;1;
80146193;1;
80146224;1;
80146273;1;
80146304;1;
80146370;1;
80146431;1;
80146482;1;
80146499;1;
80146554;1;
80146579;1;
80146618;1;
80146667;2;
80146714;1;
80146739;1;
80146747;1;
80146763;1;
80146802;1;
80146827;1;
80146851;1;
80146878;1;
80146976;1;
80146984;1;
80146992;1;
80147024;1;
80147032;1;
80147049;1;
80147057;1;
80147090;1;
80147104;1;
80147112;1;
80147137;1;
80147207;1;
80147240;1;
80147258;1;
80147266;1;
80147303;3;
80147320;1;
80147338;1;
80147387;1;
80147395;1;
80147442;1;
80147506;1;
80147522;1;
80147563;1;
80147580;1;
80147627;1;
80147651;1;
80147660;1;
80147686;1;
80147694;1;
80147709;1;
80147784;1;
80147813;5;
80147830;1;
80147864;1;
80147952;1;
80147969;1;
80148003;1;
80148011;1;
80148020;1;
80148038;1;
80148054;1;
80148095;3;
80148142;1;
80148175;1;
80148222;1;
80148239;1;
80148280;1;
80148298;1;
80148319;1;
80148335;1;
80148433;6;
80148468;1;
80148505;1;
80148589;5;
80148610;1;
80148628;1;
80148636;1;
80148677;1;
80148693;1;
80148724;1;
80148732;1;
80148749;1;
80148781;1;
80148790;1;
80148812;1;
80148837;1;
80148870;1;
80148896;1;
80148907;1;
80148923;5;
80148974;1;
80149063;1;
80149080;1;
80149119;1;
80149127;1;
80149178;1;
80149217;2;2019-12-09T23:00:00Z
80149241;1;
80149305;2;2019-06-09T22:00:00Z
80149348;1;
80149356;1;
80149364;1;
80149389;1;
80149401;1;
80149485;1;
80149493;1;
80149508;1;
80149549;1;
80149557;1;
80149573;1;
80149581;1;
80149612;1;
80149637;1;
80149653;1;
80149696;1;
80149715;2;
80149731;1;
80149740;1;
80149758;1;
80149766;1;
80149774;1;
80149799;1;
80149803;1;
80149854;2;2013-01-27T23:00:00Z
80149900;1;
80149934;1;
80149959;1;
80149975;1;
80149991;1;
80150004;1;
80150045;3;
80150053;1;
80150061;1;
80150070;1;
80150096;1;
80150123;3;
80150158;3;
80150182;2;2018-02-20T23:00:00Z
80150238;1;
80150326;1;
80150334;1;
80150383;3;
80150406;2;2018-10-04T22:00:00Z
80150439;1;
80150455;1;
80150551;1;
80150560;1;
80150578;1;
80150594;5;
80150609;2;2019-07-02T22:00:00Z
80150625;1;
80150641;1;
80150668;1;
80150692;1;
80150764;1;
80150801;1;
80150869;1;
80150893;2;
80150924;1;
80150932;1;
80150957;5;
80150973;1;
80151031;1;
80151058;1;
80151082;1;
80151099;1;
80151111;1;
80151120;1;
80151187;1;
80151195;1;
80151226;1;
80151283;1;
80151291;3;
80151306;1;
80151355;1;
80151380;1;
80151419;1;
80151517;1;
80151613;1;
80151621;1;
80151656;1;
80151664;1;
80151697;1;
80151701;1;
80151710;1;
80151793;1;
80151808;1;
80151816;2;2018-09-26T22:00:00Z
80151824;1;
80151849;1;
80151865;1;
80151881;1;
80151904;1;
80151945;1;
80151970;1;
80151996;1;
80152000;1;
80152026;1;
80152083;2;2018-09-30T22:00:00Z
80152147;1;
80152155;1;
80152171;1;
80152180;1;
80152227;1;
80152260;1;
80152286;1;
80152421;1;
80152510;1;
80152569;1;
80152649;1;
80152673;1;
80152681;1;
80152690;1;
80152704;1;
80152712;1;
80152729;1;
80152737;1;
80152745;1;
80152761;1;
80152796;1;
80152815;1;
80152866;1;
80152882;1;
80152946;1;
80152954;1;
80153002;1;
80153117;1;
80153133;1;
80153141;1;
80153176;1;
80153230;2;2015-10-26T23:00:00Z
80153248;3;
80153264;1;
80153289;2;2018-06-07T22:00:00Z
80153297;1;
80153301;1;
80153328;1;
80153416;1;
80153449;1;
80153457;1;
80153465;1;
80153473;1;
80153504;1;
80153561;1;
80153711;1;
80153738;1;
80153746;1;
80153754;1;
80153826;1;
80153834;1;
80153939;1;
80153947;1;
80154005;1;
80154097;1;
80154152;1;
80154193;1;
80154216;1;
80154265;1;
80154273;1;
80154281;1;
80154304;1;
80154329;1;
80154337;1;
80154345;1;
80154370;1;
80154440;1;
80154458;1;
80154482;1;
80154618;1;
80154675;1;
80154683;1;
80154691;1;
80154714;1;
80154722;1;
80154739;1;
80154763;1;
80154802;1;
80154860;1;
80154917;1;
80154933;2;2015-01-26T23:00:00Z
80154950;1;
80154976;1;
80154992;1;
80155049;1;
80155057;1;
80155065;1;
80155090;1;
80155112;1;
80155145;1;
80155153;1;
80155188;1;
80155196;1;
80155240;1;
80155258;2;2019-03-10T23:00:00Z
80155320;1;
80155426;1;
80155563;1;
80155580;1;
80155643;1;
80155694;1;
80155741;1;
80155792;1;
80155805;3;
80155821;1;
80155830;5;
80155848;1;
80155856;1;
80155977;1;
80155985;1;
80156020;1;
80156038;1;
80156095;1;
80156100;1;
80156134;1;
80156239;1;
80156271;1;
80156319;1;
80156327;1;
80156343;1;
80156394;2;2018-05-13T22:00:00Z
80156409;1;
80156417;1;
80156425;1;
80156433;3;
80156441;1;
80156450;1;
80156556;1;
80156572;1;
80156610;1;
80156669;6;
80156677;1;
80156685;1;
80156732;1;
80156757;1;
80156765;1;
80156812;1;
80156845;1;
80156915;1;
80156940;1;
80156966;2;2018-10-08T22:00:00Z
80157006;1;
80157022;1;
80157039;1;
80157063;1;
80157098;1;
80157102;1;
80157127;1;
80157135;1;
80157143;1;
80157151;1;
80157178;1;
80157194;1;
80157209;1;
80157268;1;
80157276;1;
80157284;1;
80157292;1;
80157364;1;
80157372;1;
80157397;1;
80157401;1;
80157428;1;
80157436;1;
80157444;1;
80157469;1;
80157524;1;
80157532;1;
80157573;1;
80157581;1;
80157590;1;
80157604;1;
80157612;1;
80157637;1;
80157688;2;2017-11-05T23:00:00Z
80157715;1;
80157758;1;
80157766;1;
80157782;1;
80157803;1;
80157838;1;
80157854;1;
80157862;1;
80157900;1;
80157918;1;
80157942;1;
80157959;1;
80157967;1;
80157983;1;
80157991;1;
80158050;1;
80158076;1;
80158189;1;
80158236;1;
80158316;1;
80158332;1;
80158357;1;
80158365;1;
80158437;1;
80158461;1;
80158496;1;
80158566;1;
80158582;1;
80158599;1;
80158638;1;
80158687;1;
80158726;1;
80158734;1;
80158759;2;2018-03-21T23:00:00Z
80158775;1;
80158822;2;2018-12-11T23:00:00Z
80158847;1;
80158902;1;
80158951;1;
80159001;1;
80159010;1;
80159036;1;
80159044;1;
80159077;1;
80159085;1;
80159116;1;
80159288;1;
80159331;1;
80159374;1;
80159382;1;
80159399;1;
80159411;1;
80159420;1;
80159438;1;
80159446;1;
80159454;1;
80159462;1;
80159487;1;
80159495;1;
80159518;1;
80159526;1;
80159534;1;
80159591;1;
80159606;1;
80159614;1;
80159622;1;
80159719;1;
80159727;1;
80159735;1;
80159817;1;
80159892;1;
80159956;1;
80159964;1;
80159972;1;
80159989;1;
80160000;3;
80160018;1;
80160034;1;
80160147;1;
80160163;1;
80160243;3;
80160286;1;
80160309;1;
80160317;1;
80160333;1;
80160413;1;
80160421;1;
80160448;1;
80160456;1;
80160464;1;
80160489;1;
80160497;1;
80160501;1;
80160510;1;
80160528;1;
80160536;1;
80160544;1;
80160585;2;2018-09-06T22:00:00Z
80160608;1;
80160616;1;
80160624;2;2019-10-08T22:00:00Z
80160632;1;
80160690;1;
80160745;1;
80160874;1;
80160899;2;2019-12-29T23:00:00Z
80160911;2;2015-07-15T22:00:00Z
80160920;2;2020-01-06T23:00:00Z
80160954;1;
80160995;1;
80161002;1;
80161019;1;
80161027;1;
80161035;1;
80161060;1;
80161125;1;
80161133;1;
80161256;1;
80161289;1;
80161301;2;
80161336;1;
80161344;1;
80161352;7;
80161432;1;
80161473;1;
80161561;1;
80161570;1;
80161623;1;
80161666;1;
80161682;1;
80161699;1;
80161703;1;
80161746;2;2019-02-11T23:00:00Z
80161762;1;
80161787;2;2019-09-05T22:00:00Z
80161834;1;
80161867;1;
80161914;1;
80161980;1;
80161998;1;
80162013;1;
80162101;1;
80162177;1;
80162208;1;
80162216;1;
80162224;1;
80162249;1;
80162273;7;
80162281;1;
80162290;1;
80162423;1;
80162466;1;
80162474;1;
80162520;1;
80162546;1;
80162587;1;
80162595;1;
80162600;1;
80162659;1;
80162675;1;
80162706;1;
80162763;1;
80162780;1;
80162798;1;
80162843;1;
80162860;1;
80162968;1;
80162976;1;
80162984;1;
80163024;1;
80163049;1;
80163065;1;
80163196;1;
80163231;1;
80163240;1;
80163258;1;
80163266;1;
80163274;1;
80163395;1;
80163418;1;
80163459;1;
80163467;1;
80163483;1;
80163571;1;
80163602;1;
80163627;1;
80163694;1;
80163717;1;
80163733;1;
80163768;1;
80163784;1;
80163813;1;
80163821;1;
80163889;1;
80163897;1;
80163936;1;
80163977;1;
80164003;1;
80164038;1;
80164095;1;
80164118;1;
80164126;2;2020-01-26T23:00:00Z
80164214;1;
80164222;1;
80164302;1;
80164319;1;
80164409;1;
80164433;1;
80164441;1;
80164492;1;
80164556;1;
80164572;1;
80164610;1;
80164652;1;
80164749;1;
80164773;1;
80164804;1;
80164829;1;
80164845;1;
80164861;1;
80164870;1;
80164915;1;
80165022;1;
80165055;2;2019-02-18T23:00:00Z
80165080;1;
80165127;1;
80165217;1;
80165225;1;
80165241;1;
80165250;1;
80165268;1;
80165284;1;
80165292;1;
80165330;1;
80165364;2;2017-10-08T22:00:00Z
80165389;1;
80165401;1;
80165410;1;
80165428;1;
80165444;1;
80165452;1;
80165485;1;
80165493;1;
80165573;1;
80165604;1;
80165612;1;
80165637;1;
80165645;1;
80165707;1;
80165820;1;
80165887;1;
80165900;3;
80165942;1;
80165991;1;
80166009;1;
80166017;2;2019-07-18T22:00:00Z
80166041;2;2019-05-12T22:00:00Z
80166121;5;
80166148;1;
80166156;1;
80166172;1;
80166201;1;
80166210;1;
80166244;1;
80166332;1;
80166365;1;
80166390;1;
80166470;1;
80166507;1;
80166523;1;
80166531;1;
80166558;1;
80166566;1;
80166599;1;
80166662;1;
80166726;1;
80166806;1;
80166847;1;
80166898;1;
80166919;1;
80166927;1;
80166943;1;
80167028;1;
80167052;1;
80167085;1;
80167093;1;
80167116;2;2017-10-24T22:00:00Z
80167132;1;
80167245;1;
80167253;1;
80167288;1;
80167315;1;
80167323;1;
80167358;1;
80167374;1;
80167382;1;
80167403;1;
80167446;1;
80167462;1;
80167487;1;
80167518;1;
80167534;1;
80167542;1;
80167559;1;
80167567;1;
80167583;1;
80167591;1;
80167655;1;
80167663;1;
80167698;1;
80167727;1;
80167743;1;
80167751;1;
80167794;1;
80167817;1;
80167884;1;
80167892;1;
80167905;1;
80167964;1;
80167972;1;
80167989;1;
80167997;1;
80168107;1;
80168115;3;
80168174;1;
80168199;1;
80168211;1;
80168220;1;
80168254;1;
80168279;1;
80168367;1;
80168375;1;
80168391;1;
80168406;1;
80168422;1;
80168439;1;
80168455;1;
80168480;1;
80168498;1;
80168502;1;
80168578;2;2018-03-04T23:00:00Z
80168586;1;
80168633;1;
80168650;1;
80168668;1;
80168684;1;
80168713;1;
80168721;1;
80168730;1;
80168756;1;
80168801;1;
80168844;3;
80168869;1;
80168877;1;
80168893;1;
80168916;1;
80168924;1;
80169023;1;
80169040;1;
80169082;1;
80169099;1;
80169103;1;
80169138;1;
80169146;1;
80169154;1;
80169179;1;
80169218;1;
80169275;1;
80169283;1;
80169322;1;
80169339;2;
80169380;1;
80169451;1;
80169494;1;
80169509;3;
80169525;1;
80169568;1;
80169576;1;
80169584;1;
80169592;1;
80169605;1;
80169613;1;
80169630;1;
80169664;1;
80169672;1;
80169710;1;
80169736;1;
80169832;1;
80169857;1;
80169873;1;
80169904;1;
80169912;1;
80169953;1;
80169988;1;
80170005;5;
80170021;1;
80170048;1;
80170056;2;2018-01-08T23:00:00Z
80170128;1;
80170144;1;
80170208;1;
80170265;1;
80170281;1;
80170361;1;
80170388;1;
80170431;1;
80170440;1;
80170466;1;
80170474;1;
80170520;1;
80170546;1;
80170554;1;
80170562;1;
80170579;1;
80170587;1;
80170626;1;
80170634;1;
80170706;1;
80170714;1;
80170798;1;
80170860;1;
80170886;1;
80170984;1;
80171049;1;
80171065;1;
80171104;2;2020-02-03T23:00:00Z
80171112;1;
80171137;1;
80171145;1;
80171170;1;
80171266;1;
80171282;1;
80171320;1;
80171354;2;2018-01-31T23:00:00Z
80171379;1;
80171395;1;
80171459;1;
80171651;1;
80171678;3;
80171694;3;
80171725;1;
80171733;1;
80171776;1;
80171784;1;
80171805;1;
80171813;1;
80171864;1;
80171897;1;
80171910;1;
80171944;6;
80171993;1;
80172011;1;
80172020;1;
80172054;1;
80172062;1;
80172079;1;
80172087;1;
80172095;1;
80172100;1;
80172167;1;
80172239;1;
80172255;1;
80172271;1;
80172335;1;
80172351;1;
80172360;1;
80172378;1;
80172417;1;
80172441;1;
80172492;1;
80172505;1;
80172513;1;
80172530;1;
80172564;1;
80172589;1;
80172601;1;
80172644;1;
80172669;1;
80172693;1;
80172708;1;
80172716;1;
80172773;1;
80172790;1;
80172845;1;
80172861;1;
80172870;1;
80172896;1;
80172923;1;
80172940;1;
80172999;1;
80173022;1;
80173071;1;
80173080;1;
80173102;1;
80173119;1;
80173135;1;
80173194;1;
80173209;1;
80173225;4;
80173250;1;
80173276;1;
80173330;1;
80173356;1;
80173389;1;
80173397;1;
80173401;1;
80173410;1;
80173428;2;2020-03-11T23:00:00Z
80173452;1;
80173469;1;
80173516;1;
80173524;1;
80173549;1;
80173604;1;
80173653;1;
80173715;1;
80173774;1;
80173782;1;
80173799;1;
80173811;1;
80173854;1;
80173887;1;
80173895;3;
80173918;1;
80174017;3;
80174025;1;
80174033;1;
80174092;1;
80174121;1;
80174148;1;
80174210;1;
80174228;1;
80174252;1;
80174277;1;
80174293;1;
80174308;1;
80174332;1;
80174365;1;
80174429;1;
80174437;1;
80174445;1;
80174461;1;
80174470;1;
80174496;1;
80174582;1;
80174599;1;
80174603;1;
80174611;1;
80174638;1;
80174687;1;
80174700;1;
80174822;1;
80174847;1;
80174880;1;
80174902;1;
80174943;1;
80174951;1;
80174978;1;
80174994;1;
80175010;1;
80175028;1;
80175052;1;
80175077;1;
80175108;1;
80175116;1;
80175132;1;
80175190;1;
80175270;1;
80175323;2;
80175374;1;
80175399;1;
80175438;1;
80175454;1;
80175559;1;
80175583;2;2017-11-09T23:00:00Z
80175591;1;
80175614;1;
80175655;1;
80175671;3;
80175727;1;
80175735;1;
80175921;3;
80176012;1;
80176029;1;
80176107;1;
80176158;1;
80176182;1;
80176334;1;
80176367;1;
80176422;1;
80176455;1;
80176480;1;
80176502;1;
80176519;1;
80176527;1;
80176535;1;
80176578;1;
80176594;1;
80176625;1;
80176668;1;
80176676;1;
80176730;1;
80176764;1;
80176772;1;
80176810;1;
80176836;1;
80176869;1;
80176885;1;
80177007;1;
80177040;1;
80177066;1;
80177099;1;
80177154;1;
80177179;2;2018-07-15T22:00:00Z
80177259;1;
80177283;1;
80177291;1;
80177306;1;
80177322;1;
80177355;1;
80177380;1;
80177398;1;
80177419;1;
80177427;2;
80177435;3;
80177443;1;
80177541;1;
80177568;1;
80177584;1;
80177592;1;
80177605;1;
80177613;1;
80177689;1;
80177710;1;
80177736;1;
80177752;1;
80177769;1;
80177777;3;
80177793;2;2018-03-26T22:00:00Z
80177816;1;
80177890;1;
80177904;1;
80177953;1;
80177961;2;2014-11-26T23:00:00Z
80178000;1;
80178026;1;
80178083;1;
80178139;3;
80178147;2;2020-04-09T22:00:00Z
80178180;1;
80178198;1;
80178202;1;
80178278;1;
80178309;1;
80178317;1;
80178325;1;
80178341;1;
80178376;1;
80178413;1;
80178421;1;
80178430;1;
80178472;1;
80178489;1;
80178497;1;
80178536;1;
80178552;1;
80178593;1;
80178608;1;
80178624;1;
80178665;1;
80178704;1;
80178770;1;
80178796;1;
80178815;1;
80178823;1;
80178874;1;
80178903;1;
80178946;2;2019-01-17T23:00:00Z
80178979;1;
80178995;1;
80179027;1;
80179035;1;
80179051;2;
80179086;1;
80179109;1;
80179117;1;
80179150;1;
80179176;1;
80179230;1;
80179256;1;
80179297;1;
80179301;1;
80179408;1;
80179424;1;
80179432;1;
80179449;3;
80179457;1;
80179465;1;
80179504;3;
80179529;1;
80179537;1;
80179588;1;
80179682;1;
80179720;1;
80179738;1;
80179762;1;
80179883;1;
80179906;3;
80180014;1;
80180047;1;
80180063;1;
80180119;1;
80180143;1;
80180151;1;
80180160;3;
80180186;1;
80180233;1;
80180284;1;
80180292;1;
80180305;1;
80180348;1;
80180356;1;
80180389;1;
80180397;1;
80180410;1;
80180436;1;
80180508;1;
80180524;1;
80180549;1;
80180573;1;
80180581;1;
80180590;1;
80180604;1;
80180629;2;2018-07-10T22:00:00Z
80180645;1;
80180696;1;
80180707;1;
80180715;1;
80180731;1;
80180740;2;
80180758;1;
80180774;1;
80180862;1;
80180900;1;
80180918;1;
80180967;3;
80181025;1;
80181041;2;2019-03-10T23:00:00Z
80181130;1;
80181189;1;
80181201;1;
80181210;1;
80181228;1;
80181244;1;
80181308;1;
80181324;1;
80181332;1;
80181429;1;
80181453;1;
80181496;1;
80181599;1;
80181646;1;
80181662;1;
80181695;1;
80181700;2;2020-01-06T23:00:00Z
80181734;1;
80181742;1;
80181759;1;
80181767;1;
80181814;1;
80181847;1;
80181855;5;
80181863;1;
80181880;1;
80181898;1;
80181919;1;
80181951;1;
80181960;1;
80181986;1;
80182028;1;
80182052;1;
80182069;1;
80182077;1;
80182124;1;
80182149;1;
80182157;1;
80182165;1;
80182190;1;
80182204;1;
80182212;1;
80182229;1;
80182237;1;
80182245;1;
80182253;2;2019-03-10T23:00:00Z
80182261;1;
80182296;1;
80182340;1;
80182358;3;
80182366;1;
80182374;1;
80182382;1;
80182411;1;
80182420;1;
80182454;1;
80182462;1;
80182487;1;
80182500;1;
80182534;1;
80182542;1;
80182583;1;
80182622;1;
80182655;1;
80182663;1;
80182671;1;
80182735;1;
80182778;1;
80182794;1;
80182841;1;
80182884;1;
80182905;1;
80182921;1;
80182930;1;
80182964;1;
80182972;1;
80183061;1;
80183070;2;2014-04-23T22:00:00Z
80183140;3;
80183166;1;
80183199;1;
80183211;1;
80183238;1;
80183246;2;2018-06-11T22:00:00Z
80183254;2;2017-12-18T23:00:00Z
80183295;2;2018-04-22T22:00:00Z
80183375;1;
80183414;1;
80183447;1;
80183455;1;
80183463;1;
80183480;1;
80183498;1;
80183502;1;
80183519;1;
80183543;1;
80183560;1;
80183609;1;
80183617;1;
80183668;1;
80183676;1;
80183684;1;
80183713;1;
80183721;1;
80183730;1;
80183764;1;
80183772;1;
80183810;1;
80183828;1;
80183836;1;
80183844;2;2019-12-18T23:00:00Z
80183869;1;
80183877;1;
80183893;1;
80183908;1;
80183916;1;
80184023;1;
80184031;1;
80184074;1;
80184146;1;
80184154;5;
80184187;1;
80184267;1;
80184275;1;
80184306;1;
80184314;1;
80184339;1;
80184355;1;
80184363;1;
80184380;1;
80184402;1;
80184427;1;
80184478;1;
80184486;1;
80184494;1;
80184533;1;
80184550;1;
80184576;1;
80184584;1;
80184592;1;
80184630;1;
80184656;1;
80184689;1;
80184777;1;
80184785;1;
80184816;1;
80184849;1;
80184890;1;
80184904;1;
80184929;1;
80184937;1;
80184988;1;
80185000;1;
80185026;1;
80185075;1;
80185147;1;
80185163;1;
80185251;1;
80185260;3;
80185278;1;
80185294;1;
80185341;1;
80185368;1;
80185384;1;
80185405;1;
80185421;1;
80185430;1;
80185448;1;
80185464;1;
80185569;1;
80185577;1;
80185616;1;
80185729;3;
80185753;1;
80185788;1;
80185815;1;
80185903;1;
80185911;1;
80185920;1;
80185946;1;
80185954;1;
80186002;2;
80186027;1;
80186051;2;
80186141;1;
80186176;1;
80186192;1;
80186213;1;
80186221;1;
80186272;1;
80186289;1;
80186301;5;
80186336;3;
80186369;1;
80186416;1;
80186424;1;
80186449;1;
80186473;1;
80186481;1;
80186490;2;2019-12-17T23:00:00Z
80186529;1;
80186553;1;
80186570;1;
80186607;1;
80186640;1;
80186658;1;
80186666;1;
80186674;1;
80186682;1;
80186699;3;
80186754;1;
80186779;1;
80186818;1;
80186826;1;
80186834;1;
80186859;1;
80186891;1;
80186998;1;
80187021;1;
80187056;1;
80187064;1;
80187101;1;
80187152;1;
80187169;1;
80187177;1;
80187224;1;
80187249;1;
80187290;3;
80187337;1;
80187353;1;
80187388;1;
80187396;1;
80187440;1;
80187503;1;
80187538;5;
80187600;2;2019-02-13T23:00:00Z
80187626;2;2020-02-19T23:00:00Z
80187634;5;
80187667;1;
80187675;1;
80187706;1;
80187722;1;
80187739;1;
80187747;1;
80187771;3;
80187798;1;
80187802;1;
80187819;1;
80187827;1;
80187851;1;
80187909;1;
80187917;1;
80187933;1;
80187941;1;
80187968;1;
80187984;1;
80188024;1;
80188032;1;
80188073;1;
80188104;1;
80188112;1;
80188137;1;
80188145;1;
80188170;1;
80188231;1;
80188274;1;
80188303;1;
80188311;3;
80188354;2;2018-11-20T23:00:00Z
80188379;1;
80188387;1;
80188395;1;
80188400;3;
80188418;1;
80188426;1;
80188459;1;
80188467;1;
80188522;1;
80188539;1;
80188547;1;
80188555;1;
80188619;1;
80188635;1;
80188694;1;
80188717;1;
80188741;1;
80188776;1;
80188784;1;
80188805;1;
80188821;1;
80188830;5;
80188848;1;
80188856;3;
80188889;1;
80188910;1;
80188928;1;
80188952;1;
80189003;1;
80189011;1;
80189038;1;
80189054;1;
80189095;1;
80189159;1;
80189175;1;
80189191;2;2017-04-09T22:00:00Z
80189222;1;
80189239;1;
80189255;3;
80189360;1;
80189386;1;
80189441;1;
80189505;1;
80189548;1;
80189572;1;
80189589;1;
80189610;1;
80189636;1;
80189652;1;
80189669;1;
80189677;1;
80189708;1;
80189790;1;
80189845;1;
80189907;3;
80189923;1;
80189931;1;
80189958;1;
80189999;1;
80190001;1;
80190010;1;
80190028;1;
80190036;1;
80190044;1;
80190052;7;
80190085;1;
80190093;1;
80190157;1;
80190165;1;
80190173;1;
80190204;1;
80190212;1;
80190237;1;
80190245;1;
80190253;1;
80190261;3;
80190270;1;
80190323;1;
80190358;1;
80190399;1;
80190495;1;
80190500;1;
80190534;2;2018-04-11T22:00:00Z
80190575;1;
80190639;1;
80190647;1;
80190663;1;
80190702;1;
80190735;1;
80190809;1;
80190825;1;
80190841;1;
80190868;1;
80190892;1;
80190905;1;
80191004;1;
80191037;1;
80191053;1;
80191131;1;
80191166;1;
80191334;1;
80191359;1;
80191375;1;
80191383;1;
80191391;1;
80191422;1;
80191447;1;
80191455;1;
80191463;1;
80191480;1;
80191502;1;
80191527;1;
80191586;1;
80191617;1;
80191625;1;
80191633;1;
80191641;1;
80191668;1;
80191705;1;
80191713;1;
80191721;5;
80191730;1;
80191764;1;
80191828;1;
80191893;1;
80191949;1;
80191957;1;
80191981;1;
80192040;1;
80192066;1;
80192120;1;
80192162;1;
80192242;1;
80192259;1;
80192267;1;
80192371;2;2019-09-04T22:00:00Z
80192380;1;
80192398;1;
80192460;1;
80192478;3;
80192509;1;
80192517;1;
80192525;1;
80192550;1;
80192592;1;
80192613;1;
80192621;1;
80192630;1;
80192672;1;
80192697;1;
80192728;1;
80192736;1;
80192744;1;
80192769;1;
80192785;1;
80192793;1;
80192816;3;
80192824;1;
80192857;1;
80192873;1;
80192912;1;
80192929;1;
80192937;1;
80193018;4;
80193083;1;
80193114;1;
80193155;1;
80193163;1;
80193171;1;
80193202;1;
80193227;1;
80193235;1;
80193243;1;
80193251;1;
80193294;1;
80193309;1;
80193317;1;
80193350;1;
80193430;1;
80193448;1;
80193464;1;
80193472;1;
80193497;1;
80193501;1;
80193569;1;
80193585;1;
80193593;3;
80193608;1;
80193616;1;
80193624;1;
80193632;1;
80193649;1;
80193657;1;
80193665;1;
80193690;1;
80193704;2;2019-01-24T23:00:00Z
80193753;1;
80193770;1;
80193788;1;
80193796;1;
80193823;1;
80193840;1;
80193866;1;
80193882;3;
80193903;3;
80193920;1;
80193946;1;
80193962;1;
80193979;1;
80193995;1;
80194086;1;
80194094;1;
80194117;2;2018-01-16T23:00:00Z
80194125;1;
80194141;1;
80194168;1;
80194184;1;
